 0.14 17.25
 0.14 17.25
 0.14 17.25
 0.14 17.25
 0.14 17.25
 0.16 10.5
 0.16 2.5
 0.16 37.5
 0.16 10.5
 0.14 17.25
 0.14 17.25
 0.14 17.25
 0.14 17.25
 0.14 17.25
 0.14 17.25
